RNAseqname                                   	numofnts  	Time(s)   	MFEILP    	MFEARCHIVE	MFERNAstr 	MFERNAFold	MFEUNAfold	F1ILP     	F1RNAstr  	F1RNAFold 	F1UNAFold 	FbILP     	FbRNAstr  	FbRNAFold 	FbUNAFold 	INFILP    	INFRNAstr 	INFRNAFold	INFUNAFold
srp_Myco.capr._D00560                        	77        	1037.36   	-28.82    	-17.00    	-24.50    	-24.50    	-23.60    	0.85      	0.85      	0.85      	0.85      	0.88      	0.88      	0.88      	0.88      	0.85      	0.85      	0.85      	0.85      
srp_Myco.pene._BA000026                      	77        	864.08    	-46.86    	-44.80    	-45.90    	-45.90    	-42.00    	0.57      	0.57      	0.57      	1.00      	0.59      	0.59      	0.59      	1.00      	0.57      	0.57      	0.57      	1.00      
srp_Myco.pneu._AE000044                      	77        	1316.26   	-28.82    	-17.00    	-24.50    	-24.50    	-23.60    	0.85      	0.85      	0.85      	0.85      	0.88      	0.88      	0.88      	0.88      	0.85      	0.85      	0.85      	0.85      
srp_Myco.pneu._S76009                        	79        	1102.36   	-29.37    	-18.50    	-25.20    	-25.20    	-24.50    	0.88      	0.86      	0.86      	0.86      	0.90      	0.87      	0.87      	0.87      	0.88      	0.86      	0.86      	0.86      
srp_Myco.pneu._U00089                        	77        	1321.45   	-28.82    	-17.00    	-24.50    	-24.50    	-23.60    	0.85      	0.85      	0.85      	0.85      	0.88      	0.88      	0.88      	0.88      	0.85      	0.85      	0.85      	0.85      
srp_Myco.pulm._U06833                        	77        	1038.28   	-28.82    	-17.90    	-24.50    	-24.50    	-23.60    	0.88      	0.88      	0.88      	0.88      	0.90      	0.90      	0.90      	0.90      	0.88      	0.88      	0.88      	0.88      
srp_Proc.mari._CP000111                      	74        	6624.05   	-20.85    	-7.80     	-18.20    	-16.70    	-16.10    	0.39      	0.00      	0.00      	0.00      	0.43      	0.00      	0.00      	0.00      	0.39      	0.00      	0.00      	0.00      
srp_Shig.flex._AE005674                      	74        	1611.83   	-31.65    	-13.50    	-29.40    	-28.50    	-25.50    	0.19      	0.00      	0.00      	0.20      	0.23      	0.00      	0.00      	0.24      	0.20      	0.00      	0.00      	0.21      
srp_Stre.agal._AE014209                      	77        	1387.41   	-30.11    	-18.00    	-26.50    	-26.90    	-26.90    	0.85      	0.85      	0.88      	0.85      	0.86      	0.86      	0.90      	0.86      	0.85      	0.85      	0.88      	0.85      
srp_Stre.agal._AL766845                      	77        	1375.48   	-30.11    	-18.00    	-26.50    	-26.90    	-26.90    	0.85      	0.85      	0.88      	0.85      	0.86      	0.86      	0.90      	0.86      	0.85      	0.85      	0.88      	0.85      
srp_Stre.agal._CP000114                      	77        	1398.26   	-30.11    	-17.60    	-26.50    	-26.90    	-26.90    	0.87      	0.87      	0.85      	0.87      	0.89      	0.89      	0.88      	0.89      	0.87      	0.87      	0.85      	0.87      
srp_Stre.muta._AE014133                      	73        	917.26    	-32.83    	-20.60    	-30.10    	-29.40    	-28.70    	0.74      	0.68      	0.68      	0.85      	0.72      	0.70      	0.70      	0.84      	0.74      	0.68      	0.68      	0.85      
srp_Stre.muta._AF132127                      	73        	915.64    	-32.83    	-20.60    	-30.10    	-29.40    	-28.70    	0.74      	0.68      	0.68      	0.85      	0.72      	0.70      	0.70      	0.84      	0.74      	0.68      	0.68      	0.85      
srp_Stre.pneu._AE005672                      	77        	1603.56   	-29.51    	-15.80    	-26.50    	-26.50    	-26.90    	0.74      	0.86      	0.86      	0.86      	0.75      	0.89      	0.89      	0.89      	0.74      	0.86      	0.86      	0.86      
srp_Stre.pneu._AE008386                      	77        	1603.06   	-29.51    	-15.80    	-26.50    	-26.50    	-26.90    	0.74      	0.86      	0.86      	0.86      	0.75      	0.89      	0.89      	0.89      	0.74      	0.86      	0.86      	0.86      
srp_Stre.pneu._CP000410                      	77        	1623.91   	-29.51    	-15.80    	-26.50    	-26.50    	-26.90    	0.74      	0.86      	0.86      	0.86      	0.75      	0.89      	0.89      	0.89      	0.74      	0.86      	0.86      	0.86      
srp_Stre.pyog._AE004092                      	73        	1917.94   	-28.42    	-13.30    	-25.60    	-25.60    	-25.70    	0.81      	0.81      	0.81      	0.81      	0.83      	0.83      	0.83      	0.83      	0.81      	0.81      	0.81      	0.81      
srp_Stre.pyog._AE009969                      	78        	2857.23   	-30.53    	-18.80    	-27.30    	-27.30    	-28.30    	0.87      	0.87      	0.87      	0.87      	0.87      	0.87      	0.87      	0.87      	0.87      	0.87      	0.87      	0.87      
srp_Stre.pyog._CP000259                      	73        	1923.30   	-28.42    	-13.30    	-25.60    	-25.60    	-25.70    	0.81      	0.81      	0.81      	0.81      	0.83      	0.83      	0.83      	0.83      	0.81      	0.81      	0.81      	0.81      
srp_Stre.pyog._CP000260                      	73        	1910.47   	-28.42    	-13.30    	-25.60    	-25.60    	-25.70    	0.81      	0.81      	0.81      	0.81      	0.83      	0.83      	0.83      	0.83      	0.81      	0.81      	0.81      	0.81      
srp_Stre.pyog._CP000261                      	73        	1913.51   	-28.42    	-13.30    	-25.60    	-25.60    	-25.70    	0.81      	0.81      	0.81      	0.81      	0.83      	0.83      	0.83      	0.83      	0.81      	0.81      	0.81      	0.81      
srp_Stre.sang._CP000387                      	73        	838.33    	-30.39    	-16.50    	-26.60    	-26.50    	-26.20    	0.68      	0.65      	0.80      	0.80      	0.68      	0.67      	0.81      	0.81      	0.68      	0.65      	0.80      	0.80      
srp_Stre.suis._CP000407                      	78        	1647.10   	-30.94    	-14.10    	-28.40    	-28.50    	-28.20    	0.70      	0.82      	0.68      	0.82      	0.71      	0.84      	0.70      	0.84      	0.70      	0.82      	0.68      	0.82      
srp_Stre.suis._CP000408                      	78        	1637.28   	-30.94    	-14.10    	-28.40    	-28.50    	-28.20    	0.70      	0.82      	0.68      	0.82      	0.71      	0.84      	0.70      	0.84      	0.70      	0.82      	0.68      	0.82      
srp_Stre.ther._CP000024                      	77        	1737.26   	-31.40    	-19.90    	-28.30    	-28.30    	-28.10    	0.76      	0.87      	0.87      	0.87      	0.75      	0.87      	0.87      	0.87      	0.76      	0.87      	0.87      	0.87      
tRNA_tdbR00000001-Halobacterium_salinarum-2242-Ala-CGC	75        	867.75    	-31.26    	-25.70    	-29.60    	-29.10    	-26.30    	0.64      	0.95      	0.71      	0.67      	0.65      	0.98      	0.74      	0.69      	0.64      	0.96      	0.71      	0.67      
tRNA_tdbR00000002-Haloferax_volcanii-2246-Ala-CGC	75        	677.88    	-32.89    	-27.20    	-31.10    	-30.70    	-27.60    	0.74      	0.95      	0.67      	0.67      	0.75      	0.98      	0.69      	0.69      	0.74      	0.96      	0.67      	0.67      
tRNA_tdbR00000003-Haloferax_volcanii-2246-Ala-GGC	75        	880.29    	-35.96    	-30.80    	-32.60    	-32.50    	-26.70    	0.71      	1.00      	0.71      	0.56      	0.71      	1.00      	0.71      	0.57      	0.71      	1.00      	0.71      	0.56      
tRNA_tdbR00000004-Haloferax_volcanii-2246-Ala-UGC	75        	1343.88   	-35.14    	-28.70    	-32.80    	-31.50    	-28.70    	0.91      	0.93      	0.95      	0.71      	0.96      	0.94      	0.98      	0.74      	0.92      	0.93      	0.96      	0.71      
tRNA_tdbR00000005-Mycoplasma_capricolum-2095-Ala-UGC	76        	1353.22   	-35.77    	-26.90    	-33.70    	-34.90    	-29.30    	0.65      	0.73      	0.29      	0.68      	0.69      	0.75      	0.32      	0.70      	0.65      	0.73      	0.29      	0.68      
tRNA_tdbR00000006-Mycoplasma_mycoides-2102-Ala-UGC	76        	1363.53   	-35.77    	-26.90    	-33.70    	-34.90    	-29.30    	0.65      	0.73      	0.29      	0.68      	0.69      	0.75      	0.32      	0.70      	0.65      	0.73      	0.29      	0.68      
tRNA_tdbR00000007-Bacillus_subtilis-1423-Ala-5GC	76        	1369.61   	-35.56    	-29.90    	-32.30    	-32.80    	-27.90    	0.77      	0.98      	0.52      	0.57      	0.79      	0.96      	0.55      	0.57      	0.77      	0.98      	0.52      	0.57      
tRNA_tdbR00000008-Escherichia_coli-562-Ala-GGC	76        	1221.39   	-32.92    	-24.30    	-29.00    	-29.00    	-25.70    	0.74      	0.93      	0.50      	0.95      	0.78      	0.94      	0.54      	0.98      	0.74      	0.93      	0.50      	0.96      
tRNA_tdbR00000009-Escherichia_coli-562-Ala-VGC	76        	7200.68   	-33.31    	-28.90    	-30.90    	-30.90    	-28.70    	0.27      	1.00      	0.70      	0.00      	0.29      	1.00      	0.73      	0.00      	0.27      	1.00      	0.70      	0.00      
tRNA_tdbR00000010-Escherichia_coli-562-Ala-VGC	76        	1529.15   	-34.56    	-26.80    	-29.90    	-31.80    	-25.70    	0.29      	0.98      	0.51      	0.29      	0.32      	0.96      	0.55      	0.32      	0.29      	0.98      	0.51      	0.29      
tRNA_tdbR00000011-Neurospora_crassa-5141-Ala-UGC	75        	7200.36   	-22.50    	-15.00    	-16.80    	-17.40    	-14.80    	0.52      	1.00      	0.55      	0.55      	0.54      	1.00      	0.55      	0.55      	0.52      	1.00      	0.55      	0.55      
tRNA_tdbR00000012-Saccharomyces_cerevisiae-4932-Ala-IGC	76        	3405.33   	-31.06    	-25.80    	-27.60    	-29.40    	-25.00    	0.24      	0.95      	0.24      	0.24      	0.25      	0.95      	0.25      	0.25      	0.24      	0.95      	0.24      	0.24      
tRNA_tdbR00000013-Pichia_jadinii-4903-Ala-IGC	76        	7200.66   	-28.00    	-23.30    	-25.10    	-25.20    	-20.90    	0.76      	0.95      	0.95      	0.00      	0.78      	0.95      	0.95      	0.00      	0.76      	0.95      	0.95      	0.00      
tRNA_tdbR00000014-Bombyx_mori-7091-Ala-IGC   	76        	908.14    	-34.91    	-31.80    	-33.60    	-33.80    	-31.10    	0.53      	1.00      	0.53      	0.42      	0.56      	1.00      	0.56      	0.42      	0.53      	1.00      	0.53      	0.42      
tRNA_tdbR00000015-Bombyx_mori-7091-Ala-IGC   	76        	1134.90   	-35.57    	-33.70    	-35.50    	-34.60    	-29.50    	0.95      	1.00      	1.00      	0.73      	0.98      	1.00      	1.00      	0.75      	0.96      	1.00      	1.00      	0.73      
tRNA_tdbR00000016-Homo_sapiens-9606-Ala-IGC  	76        	1152.54   	-33.60    	-29.90    	-32.20    	-32.00    	-27.10    	0.95      	0.98      	1.00      	0.98      	0.98      	0.96      	1.00      	0.96      	0.96      	0.98      	1.00      	0.98      
tRNA_tdbR00000017-Homo_sapiens-9606-Ala-IGC  	76        	1092.28   	-31.27    	-27.50    	-29.80    	-29.60    	-25.10    	0.95      	0.98      	1.00      	0.98      	0.98      	0.96      	1.00      	0.96      	0.96      	0.98      	1.00      	0.98      
tRNA_tdbR00000019-Mycoplasma_capricolum-2095-Cys-GCA	75        	936.01    	-28.84    	-18.60    	-23.00    	-25.70    	-23.20    	0.73      	0.73      	0.73      	0.73      	0.79      	0.77      	0.79      	0.77      	0.73      	0.73      	0.73      	0.73      
tRNA_tdbR00000020-Escherichia_coli-562-Cys-GCA	74        	926.31    	-33.45    	-21.60    	-27.70    	-28.30    	-26.90    	0.77      	0.78      	0.71      	0.71      	0.82      	0.79      	0.76      	0.76      	0.78      	0.78      	0.72      	0.72      
tRNA_tdbR00000021-Saccharomyces_cerevisiae-4932-Cys-GCA	75        	7200.57   	-27.31    	-19.60    	-24.40    	-24.60    	-22.80    	0.83      	0.91      	0.74      	0.71      	0.88      	0.91      	0.76      	0.72      	0.84      	0.91      	0.74      	0.71      
tRNA_tdbR00000022-Enterobacteria_phage_T5-10726-Asp-GUC	77        	7200.69   	-31.20    	-23.70    	-27.60    	-27.70    	-26.60    	0.74      	0.30      	0.29      	0.30      	0.75      	0.32      	0.29      	0.32      	0.74      	0.31      	0.29      	0.31      
tRNA_tdbR00000023-Haloferax_volcanii-2246-Asp-GUC	76        	1682.42   	-36.62    	-26.50    	-32.40    	-36.80    	-31.50    	0.21      	0.52      	0.49      	0.48      	0.23      	0.52      	0.51      	0.50      	0.21      	0.52      	0.49      	0.48      
tRNA_tdbR00000024-Mycoplasma_capricolum-2095-Asp-GUC	77        	2249.21   	-32.03    	-27.60    	-30.90    	-30.20    	-26.20    	0.95      	0.98      	1.00      	1.00      	0.98      	0.96      	1.00      	1.00      	0.96      	0.98      	1.00      	1.00      
tRNA_tdbR00000025-Thermus_thermophilus-274-Asp-GUC	77        	7200.44   	-35.65    	-29.60    	-31.90    	-33.10    	-26.70    	0.74      	0.44      	0.30      	0.98      	0.78      	0.48      	0.33      	0.99      	0.75      	0.45      	0.31      	0.98      
tRNA_tdbR00000026-Escherichia_coli-562-Asp-QUC	77        	1722.65   	-32.09    	-24.70    	-27.60    	-28.10    	-24.00    	0.57      	0.68      	0.70      	0.70      	0.57      	0.70      	0.73      	0.73      	0.57      	0.68      	0.70      	0.70      
tRNA_tdbR00000027-Hordeum_vulgare-4513-Asp-GUC	77        	1310.98   	-30.92    	-25.30    	-29.60    	-28.80    	-25.60    	0.71      	0.52      	0.53      	0.37      	0.74      	0.55      	0.56      	0.38      	0.71      	0.52      	0.53      	0.37      
tRNA_tdbR00000028-Hordeum_vulgare-4513-Asp-QUC	77        	1314.52   	-30.92    	-25.30    	-29.60    	-28.80    	-25.60    	0.71      	0.52      	0.53      	0.37      	0.74      	0.55      	0.56      	0.38      	0.71      	0.52      	0.53      	0.37      
tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC	73        	726.64    	-24.58    	-9.00     	-17.80    	-17.60    	-18.90    	0.18      	0.00      	0.00      	0.00      	0.19      	0.00      	0.00      	0.00      	0.18      	0.00      	0.00      	0.00      
tRNA_tdbR00000030-Aedes_albopictus-7160-Asp-GUC	71        	3617.89   	-10.20    	-1.40     	-5.20     	-5.10     	-7.60     	0.55      	0.78      	0.47      	0.78      	0.56      	0.71      	0.45      	0.71      	0.55      	0.79      	0.48      	0.79      
tRNA_tdbR00000031-Rattus_norvegicus-10116-Asp-QUC	71        	5327.54   	-17.43    	-7.60     	-12.40    	-11.60    	-13.10    	0.76      	0.93      	0.91      	0.91      	0.76      	0.94      	0.93      	0.93      	0.76      	0.93      	0.91      	0.91      
tRNA_tdbR00000032-Rattus_norvegicus-10116-Asp-GUC	72        	7200.21   	-17.43    	-7.90     	-12.70    	-11.90    	-13.30    	0.76      	0.93      	0.91      	0.91      	0.76      	0.94      	0.93      	0.93      	0.76      	0.93      	0.91      	0.91      
tRNA_tdbR00000033-Didelphis_virginiana-9267-Asp-QUC	73        	7200.39   	-16.10    	-8.00     	-10.70    	-9.90     	-9.20     	0.91      	0.98      	0.95      	0.56      	0.93      	0.96      	0.95      	0.57      	0.91      	0.98      	0.95      	0.56      
tRNA_tdbR00000034-Mesocricetus_auratus-10036-Asp-GUC	71        	7053.01   	-13.81    	-5.30     	-9.80     	-9.00     	-10.50    	0.87      	0.93      	0.91      	0.76      	0.92      	0.94      	0.93      	0.70      	0.87      	0.93      	0.91      	0.76      
tRNA_tdbR00000035-Saccharomyces_cerevisiae-4932-Asp-GUC	75        	1091.72   	-31.46    	-23.30    	-25.60    	-26.60    	-21.40    	0.56      	0.76      	0.50      	0.26      	0.57      	0.76      	0.51      	0.25      	0.56      	0.76      	0.50      	0.26      
tRNA_tdbR00000036-Euglena_gracilis-3039-Asp-GUC	75        	987.60    	-30.23    	-20.60    	-22.50    	-23.90    	-21.90    	0.76      	1.00      	0.76      	0.76      	0.78      	1.00      	0.78      	0.78      	0.76      	1.00      	0.76      	0.76      
tRNA_tdbR00000037-Rattus_norvegicus-10116-Asp-GUC	76        	1597.58   	-33.19    	-25.40    	-27.40    	-28.00    	-24.50    	0.79      	0.76      	0.50      	0.50      	0.80      	0.76      	0.51      	0.51      	0.79      	0.76      	0.50      	0.50      
tRNA_tdbR00000096-Bos_taurus-9913-Phe-AA     	76        	7200.83   	-25.38    	-20.90    	-24.50    	-23.60    	-22.40    	0.35      	0.50      	0.33      	0.31      	0.34      	0.51      	0.33      	0.32      	0.35      	0.50      	0.33      	0.31      
tRNA_tdbR00000038-Rattus_norvegicus-10116-Asp-8UC	75        	1478.61   	-33.19    	-25.40    	-27.40    	-28.00    	-24.20    	0.79      	0.76      	0.50      	0.50      	0.80      	0.76      	0.51      	0.51      	0.79      	0.76      	0.50      	0.50      
tRNA_tdbR00000039-Oryctolagus_cuniculus-9986-Asp-8UC	76        	1156.47   	-35.53    	-10.20    	-27.60    	-31.20    	-25.80    	0.48      	1.00      	0.52      	0.67      	0.50      	1.00      	0.55      	0.69      	0.48      	1.00      	0.52      	0.67      
tRNA_tdbR00000041-Xenopus_laevis-8355-Asp-8UC	75        	1241.07   	-35.06    	-25.80    	-27.10    	-29.50    	-26.90    	0.73      	0.76      	0.33      	0.32      	0.75      	0.76      	0.33      	0.33      	0.73      	0.76      	0.33      	0.32      
tRNA_tdbR00000042-Haloferax_volcanii-2246-Glu-MUC	78        	1804.73   	-32.26    	-25.10    	-24.40    	-28.70    	-26.50    	0.82      	0.62      	0.82      	0.59      	0.84      	0.62      	0.84      	0.61      	0.82      	0.62      	0.82      	0.59      
tRNA_tdbR00000043-Haloferax_volcanii-2246-Glu-NUC	78        	1220.83   	-37.66    	-19.50    	-29.80    	-32.20    	-26.80    	0.52      	0.56      	0.82      	0.51      	0.55      	0.57      	0.84      	0.52      	0.52      	0.56      	0.82      	0.51      
tRNA_tdbR00000044-Mycoplasma_capricolum-2095-Glu-UC	76        	1535.80   	-32.43    	-23.10    	-27.70    	-27.70    	-23.90    	0.32      	0.33      	0.33      	0.30      	0.34      	0.34      	0.34      	0.33      	0.32      	0.33      	0.33      	0.31      
tRNA_tdbR00000045-Escherichia_coli-562-Glu-SUC	76        	1016.81   	-36.21    	-21.50    	-34.40    	-35.10    	-30.10    	0.91      	0.95      	0.95      	0.95      	0.94      	0.95      	0.95      	0.95      	0.91      	0.95      	0.95      	0.95      
tRNA_tdbR00000046-Escherichia_coli-562-Glu-SUC	76        	832.61    	-35.25    	-29.30    	-32.00    	-32.80    	-28.70    	1.00      	0.98      	1.00      	1.00      	1.00      	0.96      	1.00      	1.00      	1.00      	0.98      	1.00      	1.00      
tRNA_tdbR00000047-Escherichia_coli-562-Glu-SUC	75        	770.40    	-36.15    	-29.60    	-32.90    	-33.70    	-28.80    	1.00      	0.98      	1.00      	1.00      	1.00      	0.96      	1.00      	1.00      	1.00      	0.98      	1.00      	1.00      
tRNA_tdbR00000048-Synechocystis_sp.-1143-Glu-NUC	76        	861.96    	-38.39    	-30.50    	-29.50    	-30.00    	-26.00    	0.74      	0.98      	0.91      	1.00      	0.78      	0.96      	0.93      	1.00      	0.74      	0.98      	0.91      	1.00      
tRNA_tdbR00000049-Chlamydomonas_reinhardtii-3055-Glu-NUC	76        	679.79    	-32.93    	-26.20    	-26.60    	-28.80    	-24.10    	0.56      	0.97      	0.90      	1.00      	0.58      	0.96      	0.93      	1.00      	0.56      	0.97      	0.91      	1.00      
tRNA_tdbR00000050-Hordeum_vulgare-4513-Glu-SPC	76        	1524.59   	-30.73    	-24.40    	-24.70    	-24.50    	-22.80    	0.55      	0.98      	0.74      	0.73      	0.56      	0.96      	0.75      	0.72      	0.55      	0.98      	0.74      	0.73      
tRNA_tdbR00000051-Triticum_aestivum-4565-Glu-SPC	76        	1529.24   	-30.73    	-22.40    	-24.70    	-24.50    	-22.80    	0.55      	0.98      	0.74      	0.73      	0.56      	0.96      	0.75      	0.72      	0.55      	0.98      	0.74      	0.73      
tRNA_tdbR00000053-Bos_taurus-9913-Glu-NUC    	72        	7200.21   	-18.09    	-22.40    	-12.90    	-12.80    	-13.00    	0.76      	0.98      	1.00      	0.50      	0.74      	0.96      	1.00      	0.50      	0.76      	0.98      	1.00      	0.50      
tRNA_tdbR00000054-Saccharomyces_cerevisiae-4932-Glu-3UC	75        	1126.36   	-26.80    	-19.60    	-21.40    	-21.60    	-18.00    	0.79      	1.00      	0.81      	0.79      	0.83      	1.00      	0.83      	0.83      	0.79      	1.00      	0.81      	0.79      
tRNA_tdbR00000055-Schizosaccharomyces_pombe-4896-Glu-3UC	75        	7200.59   	-32.11    	-25.10    	-28.70    	-30.10    	-26.50    	0.55      	0.90      	0.65      	0.30      	0.58      	0.88      	0.67      	0.31      	0.55      	0.91      	0.65      	0.30      
tRNA_tdbR00000056-Hordeum_vulgare-4513-Glu-UPC	76        	5446.19   	-32.64    	-25.70    	-27.50    	-26.70    	-25.10    	0.77      	1.00      	0.79      	0.50      	0.79      	1.00      	0.80      	0.51      	0.77      	1.00      	0.79      	0.50      
tRNA_tdbR00000057-Hordeum_vulgare-4513-Glu-CPC	76        	1391.05   	-33.82    	-25.70    	-28.90    	-29.10    	-26.40    	0.50      	0.68      	0.49      	0.30      	0.51      	0.70      	0.51      	0.32      	0.50      	0.68      	0.49      	0.30      
tRNA_tdbR00000059-Rattus_norvegicus-10116-Glu-3UC	75        	7200.60   	-32.64    	-25.80    	-28.00    	-26.70    	-22.70    	0.55      	0.98      	0.98      	0.55      	0.56      	0.96      	0.99      	0.56      	0.55      	0.98      	0.98      	0.55      
tRNA_tdbR00000060-Drosophila_melanogaster-7227-Glu-2UC	75        	935.78    	-34.53    	-22.50    	-28.00    	-28.10    	-24.30    	0.47      	0.51      	0.50      	0.30      	0.50      	0.52      	0.51      	0.32      	0.47      	0.51      	0.50      	0.30      
tRNA_tdbR00000061-Mus_musculus-10090-Glu-CUC 	75        	7201.24   	-31.92    	-25.80    	-28.10    	-26.90    	-23.70    	0.45      	0.98      	0.50      	0.50      	0.47      	0.96      	0.51      	0.51      	0.46      	0.98      	0.50      	0.50      
tRNA_tdbR00000062-Homo_sapiens-9606-Glu-CUC  	75        	7200.27   	-31.92    	-25.80    	-28.10    	-26.90    	-23.70    	0.45      	0.98      	0.50      	0.50      	0.47      	0.96      	0.51      	0.51      	0.46      	0.98      	0.50      	0.50      
tRNA_tdbR00000063-Haloferax_volcanii-2246-Phe-GAA	77        	792.63    	-37.56    	-30.80    	-33.80    	-33.40    	-30.30    	0.47      	0.50      	0.53      	0.53      	0.50      	0.51      	0.56      	0.56      	0.47      	0.50      	0.53      	0.53      
tRNA_tdbR00000064-Mycoplasma_capricolum-2095-Phe-GAA	76        	1491.90   	-32.75    	-28.00    	-29.80    	-29.20    	-23.90    	0.55      	1.00      	0.55      	1.00      	0.56      	1.00      	0.56      	1.00      	0.55      	1.00      	0.55      	1.00      
tRNA_tdbR00000065-Bacillus_subtilis-1423-Phe-AA	76        	1422.46   	-33.22    	-30.00    	-31.80    	-30.70    	-27.80    	0.49      	1.00      	1.00      	0.49      	0.51      	1.00      	1.00      	0.51      	0.49      	1.00      	1.00      	0.49      
tRNA_tdbR00000066-Thermus_thermophilus-274-Phe-GAA	76        	1349.07   	-33.75    	-29.20    	-31.40    	-30.60    	-28.30    	0.32      	0.98      	1.00      	0.55      	0.33      	0.96      	1.00      	0.56      	0.32      	0.98      	1.00      	0.55      
tRNA_tdbR00000067-Escherichia_coli-562-Phe-GAA	76        	1225.82   	-36.30    	-30.50    	-34.30    	-34.10    	-32.30    	0.49      	0.95      	0.95      	0.49      	0.54      	0.98      	0.98      	0.54      	0.49      	0.96      	0.96      	0.49      
tRNA_tdbR00000068-Rhodospirillum_rubrum-1085-Phe-GAA	76        	1742.31   	-35.77    	-32.30    	-34.10    	-33.40    	-27.10    	0.49      	1.00      	1.00      	0.70      	0.54      	1.00      	1.00      	0.71      	0.49      	1.00      	1.00      	0.70      
tRNA_tdbR00000069-Synechococcus_sp._PCC_7002-32049-Phe-GAA	76        	1150.77   	-29.59    	-26.40    	-28.20    	-28.70    	-24.20    	0.93      	1.00      	1.00      	1.00      	0.97      	1.00      	1.00      	1.00      	0.93      	1.00      	1.00      	1.00      
tRNA_tdbR00000070-Geobacillus_stearothermophilus-1422-Phe-AA	76        	1252.34   	-30.47    	-28.40    	-30.20    	-29.10    	-24.30    	0.93      	1.00      	1.00      	0.56      	0.97      	1.00      	1.00      	0.57      	0.94      	1.00      	1.00      	0.56      
tRNA_tdbR00000072-Phaseolus_vulgaris-3885-Phe-GAA	76        	1928.51   	-28.36    	-23.30    	-26.30    	-26.00    	-22.60    	0.93      	0.98      	1.00      	1.00      	0.97      	0.96      	1.00      	1.00      	0.94      	0.98      	1.00      	1.00      
tRNA_tdbR00000073-Spinacia_oleracea-3562-Phe-GAA	76        	1318.09   	-28.67    	-23.30    	-26.30    	-27.10    	-23.00    	0.52      	0.98      	0.53      	0.53      	0.55      	0.96      	0.56      	0.56      	0.52      	0.98      	0.53      	0.53      
