RNAseqname                                   	numofnts  	Time(s)   	MFEILP    	MFEARCHIVE	MFERNAstr 	MFERNAFold	MFEUNAfold	F1ILP     	F1RNAstr  	F1RNAFold 	F1UNAFold 	FbILP     	FbRNAstr  	FbRNAFold 	FbUNAFold 	INFILP    	INFRNAstr 	INFRNAFold	INFUNAFold
srp_Nitr.wino._CP000115                      	39        	14.23     	-9.79     	-4.90     	-7.60     	-7.60     	-9.00     	0.88      	0.88      	0.88      	0.88      	0.81      	0.81      	0.81      	0.81      	0.88      	0.88      	0.88      	0.88      
srp_Novo.arom._CP000248                      	41        	61.73     	-10.55    	-7.80     	-8.70     	-8.70     	-9.50     	1.00      	0.82      	0.82      	0.82      	1.00      	0.74      	0.74      	0.74      	1.00      	0.84      	0.84      	0.84      
srp_Para.deni._CP000489                      	33        	1.35      	-10.94    	-10.00    	-10.80    	-10.00    	-11.00    	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      
srp_Rhiz.legu._AM236080                      	41        	58.80     	-10.55    	-7.80     	-8.70     	-8.70     	-9.50     	1.00      	0.82      	0.82      	0.82      	1.00      	0.74      	0.74      	0.74      	1.00      	0.84      	0.84      	0.84      
srp_Rhod.spha._CP000143                      	41        	59.04     	-10.55    	-7.80     	-8.70     	-8.70     	-9.50     	1.00      	0.82      	0.82      	0.82      	1.00      	0.74      	0.74      	0.74      	1.00      	0.84      	0.84      	0.84      
srp_Rhod.spha._CP000577                      	42        	76.14     	-10.55    	-8.00     	-9.40     	-9.40     	-9.50     	1.00      	0.00      	0.00      	0.82      	1.00      	0.00      	0.00      	0.74      	1.00      	0.00      	0.00      	0.84      
srp_Rhod.spha._CP000661                      	41        	59.50     	-10.55    	-7.80     	-8.70     	-8.70     	-9.50     	1.00      	0.82      	0.82      	0.82      	1.00      	0.74      	0.74      	0.74      	1.00      	0.84      	0.84      	0.84      
srp_Shig.flex._CP000266                      	28        	0.50      	-10.04    	-8.30     	-8.30     	-8.30     	-9.20     	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      
srp_Sino.medi._CP000738                      	33        	1.00      	-11.34    	-8.00     	-8.00     	-8.00     	-8.90     	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      
srp_Sino.meli._AL591782                      	33        	1.34      	-10.94    	-10.00    	-10.80    	-10.00    	-11.00    	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      
srp_Ther.mela._CP000716                      	38        	18.02     	-10.95    	-7.90     	-10.80    	-10.00    	-11.00    	1.00      	0.00      	0.88      	0.88      	1.00      	0.00      	0.81      	0.81      	1.00      	0.00      	0.88      	0.88      
